Fragment,Method,Sample,Species,Habitat_guild
2108,f,c0,Hypoponera_sp4,NA
2108,f,b1,Hypoponera_sp4,NA
2108,f,e5,Hypoponera_sp4,NA
2108,f,f5,Hypoponera_sp4,NA
2206,f,q3,Hypoponera_sp4,NA
2206,f,o7,Hypoponera_sp4,NA
2206,f,r2,Hypoponera_sp4,NA
2206,f,m3,Hypoponera_sp4,NA
2206,f,p3,Hypoponera_sp4,NA
2206,f,m5,Hypoponera_sp4,NA
2303,f,h30,Hypoponera_sp4,NA
2303,f,h28,Hypoponera_sp4,NA
2303,f,k28,Hypoponera_sp4,NA
2303,f,g27,Hypoponera_sp4,NA
2303,f,l30,Hypoponera_sp4,NA
2303,f,j28,Hypoponera_sp4,NA
3114,f,c1,Hypoponera_sp4,NA
3114,f,e0,Hypoponera_sp4,NA
3114,f,f4,Hypoponera_sp4,NA
3114,f,a4,Hypoponera_sp4,NA
3114,f,b5,Hypoponera_sp4,NA
3114,f,f2,Hypoponera_sp4,NA
3114,f,f5,Hypoponera_sp4,NA
3114,f,a2,Hypoponera_sp4,NA
3114,p,d3,Hypoponera_sp4,NA
3209,f,i10,Hypoponera_sp4,NA
3209,f,h11,Hypoponera_sp4,NA
3209,f,g9,Hypoponera_sp4,NA
3209,f,j10,Hypoponera_sp4,NA
3209,f,h12,Hypoponera_sp4,NA
3209,f,g11,Hypoponera_sp4,NA
3209,f,k9,Hypoponera_sp4,NA
3209,f,i9,Hypoponera_sp4,NA
3209,f,h7,Hypoponera_sp4,NA
3209,s,j11,Hypoponera_sp4,NA
3304,f,i29,Hypoponera_sp4,NA
3304,f,j28,Hypoponera_sp4,NA
3304,f,h28,Hypoponera_sp4,NA
3304,f,h33,Hypoponera_sp4,NA
3304,f,l30,Hypoponera_sp4,NA
3304,f,h29,Hypoponera_sp4,NA
3304,p,h30,Hypoponera_sp4,NA
3304,p,l28,Hypoponera_sp4,NA
3304,s,k28,Hypoponera_sp4,NA
1104,f,f1,Hypoponera_sp5,NA
1202,f,n11,Hypoponera_sp5,NA
1202,f,m13,Hypoponera_sp5,NA
1202,f,m12,Hypoponera_sp5,NA
1301,f,g47,Hypoponera_sp5,NA
1301,f,g45,Hypoponera_sp5,NA
1301,f,k48,Hypoponera_sp5,NA
1301,f,l45,Hypoponera_sp5,NA
1301,f,h50,Hypoponera_sp5,NA
1301,f,k47,Hypoponera_sp5,NA
1301,s,i45,Hypoponera_sp5,NA
1301,s,h47,Hypoponera_sp5,NA
1301,s,h48,Hypoponera_sp5,NA
2108,s,f3,Hypoponera_sp5,NA
2206,f,q4,Hypoponera_sp5,NA
2206,f,p4,Hypoponera_sp5,NA
2206,f,q7,Hypoponera_sp5,NA
2206,s,m7,Hypoponera_sp5,NA
2303,f,h27,Hypoponera_sp5,NA
2303,f,i25,Hypoponera_sp5,NA
2303,f,g25,Hypoponera_sp5,NA
2303,f,i30,Hypoponera_sp5,NA
2303,f,h25,Hypoponera_sp5,NA
2303,s,k30,Hypoponera_sp5,NA
3114,f,f4,Hypoponera_sp5,NA
3114,f,c0,Hypoponera_sp5,NA
3114,f,e3,Hypoponera_sp5,NA
3209,f,f11,Hypoponera_sp5,NA
3209,f,i7,Hypoponera_sp5,NA
3209,f,h12,Hypoponera_sp5,NA
3209,f,k9,Hypoponera_sp5,NA
3209,f,f9,Hypoponera_sp5,NA
3209,f,k7,Hypoponera_sp5,NA
3209,f,i11,Hypoponera_sp5,NA
3304,f,k28,Hypoponera_sp5,NA
3304,f,l29,Hypoponera_sp5,NA
3304,f,i29,Hypoponera_sp5,NA
3304,f,k29,Hypoponera_sp5,NA
3304,f,h31,Hypoponera_sp5,NA
3304,f,g30,Hypoponera_sp5,NA
3304,f,i28,Hypoponera_sp5,NA
3304,f,g32,Hypoponera_sp5,NA
3304,s,j28,Hypoponera_sp5,NA
1104,s,e5,Hypoponera_sp6,NA
1104,s,a5,Hypoponera_sp6,NA
1301,f,k49,Hypoponera_sp6,NA
1301,f,l47,Hypoponera_sp6,NA
1301,s,i50,Hypoponera_sp6,NA
2108,s,e0,Hypoponera_sp6,NA
2108,s,b4,Hypoponera_sp6,NA
2303,s,i27,Hypoponera_sp6,NA
3209,f,j11,Hypoponera_sp6,NA
3209,f,g12,Hypoponera_sp6,NA
3209,f,k8,Hypoponera_sp6,NA
3209,f,h7,Hypoponera_sp6,NA
1104,f,a0,Hypoponera_sp7,NA
1104,f,b1,Hypoponera_sp7,NA
1104,f,b2,Hypoponera_sp7,NA
1104,f,e0,Hypoponera_sp7,NA
1104,f,f4,Hypoponera_sp7,NA
1104,f,b5,Hypoponera_sp7,NA
1104,f,b0,Hypoponera_sp7,NA
1104,f,a1,Hypoponera_sp7,NA
1104,f,a2,Hypoponera_sp7,NA
1104,f,c1,Hypoponera_sp7,NA
1104,f,b4,Hypoponera_sp7,NA
1104,f,f5,Hypoponera_sp7,NA
1104,f,c0,Hypoponera_sp7,NA
1104,f,e4,Hypoponera_sp7,NA
1104,f,d5,Hypoponera_sp7,NA
1104,s,c5,Hypoponera_sp7,NA
1202,f,j12,Hypoponera_sp7,NA
1202,f,i12,Hypoponera_sp7,NA
1202,f,k11,Hypoponera_sp7,NA
1202,f,n10,Hypoponera_sp7,NA
1202,f,m13,Hypoponera_sp7,NA
1202,s,i11,Hypoponera_sp7,NA
1202,s,j10,Hypoponera_sp7,NA
1202,s,n11,Hypoponera_sp7,NA
1202,s,j11,Hypoponera_sp7,NA
1202,s,n12,Hypoponera_sp7,NA
1202,s,i14,Hypoponera_sp7,NA
1202,s,l12,Hypoponera_sp7,NA
1301,f,k50,Hypoponera_sp7,NA
1301,f,k48,Hypoponera_sp7,NA
1301,f,l48,Hypoponera_sp7,NA
2108,f,c5,Hypoponera_sp7,NA
2108,f,e2,Hypoponera_sp7,NA
2108,f,b5,Hypoponera_sp7,NA
2108,s,a4,Hypoponera_sp7,NA
2108,s,e0,Hypoponera_sp7,NA
2108,s,e5,Hypoponera_sp7,NA
2206,f,n2,Hypoponera_sp7,NA
2206,f,m6,Hypoponera_sp7,NA
2206,f,o4,Hypoponera_sp7,NA
2206,f,o3,Hypoponera_sp7,NA
2206,f,m5,Hypoponera_sp7,NA
2206,f,m4,Hypoponera_sp7,NA
2206,f,n4,Hypoponera_sp7,NA
2206,f,r2,Hypoponera_sp7,NA
2206,f,n5,Hypoponera_sp7,NA
2303,f,h29,Hypoponera_sp7,NA
2303,f,h28,Hypoponera_sp7,NA
2303,f,i30,Hypoponera_sp7,NA
2303,f,l27,Hypoponera_sp7,NA
2303,f,j30,Hypoponera_sp7,NA
2303,f,g29,Hypoponera_sp7,NA
2303,f,g27,Hypoponera_sp7,NA
2303,f,g26,Hypoponera_sp7,NA
2303,f,h25,Hypoponera_sp7,NA
2303,s,j25,Hypoponera_sp7,NA
2303,s,g30,Hypoponera_sp7,NA
2303,s,k27,Hypoponera_sp7,NA
2303,s,i28,Hypoponera_sp7,NA
3114,f,d3,Hypoponera_sp7,NA
3114,f,a4,Hypoponera_sp7,NA
3114,f,b3,Hypoponera_sp7,NA
3209,f,i12,Hypoponera_sp7,NA
3209,f,h7,Hypoponera_sp7,NA
3209,f,g8,Hypoponera_sp7,NA
3209,f,f12,Hypoponera_sp7,NA
3209,f,h12,Hypoponera_sp7,NA
3209,f,g9,Hypoponera_sp7,NA
3209,f,k10,Hypoponera_sp7,NA
3209,f,i9,Hypoponera_sp7,NA
3209,s,f10,Hypoponera_sp7,NA
3209,s,f11,Hypoponera_sp7,NA
3209,s,g10,Hypoponera_sp7,NA
3209,s,g12,Hypoponera_sp7,NA
3209,s,i10,Hypoponera_sp7,NA
3304,f,j28,Hypoponera_sp7,NA
3304,f,k30,Hypoponera_sp7,NA
3304,f,i29,Hypoponera_sp7,NA
3304,f,g32,Hypoponera_sp7,NA
3304,f,h31,Hypoponera_sp7,NA
3304,s,l28,Hypoponera_sp7,NA
3304,s,l30,Hypoponera_sp7,NA
3304,s,g33,Hypoponera_sp7,NA
3304,s,g28,Hypoponera_sp7,NA
2303,p,i26,Labidus_praedator,Forest
2303,p,i27,Labidus_praedator,Forest
2303,p,j25,Labidus_praedator,Forest
3209,f,f9,Lachnomyrmex_amazonicus,Forest
2108,f,a3,Lachnomyrmex_pilosus,Forest
1202,s,m14,Leptanilloides_amazonus,Generalist
1301,s,h46,Leptanilloides_manauara,Forest
1104,p,a5,Leptogenys_gaigei,Forest
1202,p,l10,Leptogenys_gaigei,Forest
1202,p,l9,Leptogenys_gaigei,Forest
3114,p,e5,Leptogenys_gaigei,Forest
3114,p,b1,Leptogenys_gaigei,Forest
3209,p,f11,Leptogenys_gaigei,Forest
3209,p,h8,Leptogenys_gaigei,Forest
3304,p,j30,Leptogenys_gaigei,Forest
3114,s,d4,Leptogenys_langi,Forest
2108,p,c4,Leptogenys_pusilla,Generalist
2108,p,c0,Leptogenys_sp1,NA
3209,s,j7,Leptogenys_sp1,NA
2108,p,a0,Leptogenys_sp2,NA
3209,p,k11,Leptogenys_sp2,NA
3114,p,b4,Linepithema_humile,Generalist
1104,p,e2,Mayaponera_arhuaca,Forest
1301,f,h50,Mayaponera_constricta,Forest
1301,f,i46,Mayaponera_constricta,Forest
1301,f,k46,Mayaponera_constricta,Forest
2108,f,d0,Mayaponera_constricta,Forest
2108,f,b0,Mayaponera_constricta,Forest
2108,f,d5,Mayaponera_constricta,Forest
2108,f,d2,Mayaponera_constricta,Forest
2108,p,b3,Mayaponera_constricta,Forest
2108,p,a0,Mayaponera_constricta,Forest
2108,p,c3,Mayaponera_constricta,Forest
2108,p,d1,Mayaponera_constricta,Forest
2108,p,f0,Mayaponera_constricta,Forest
2108,p,f1,Mayaponera_constricta,Forest
2108,p,a4,Mayaponera_constricta,Forest
2206,f,n4,Mayaponera_constricta,Forest
2206,f,o3,Mayaponera_constricta,Forest
2206,f,q6,Mayaponera_constricta,Forest
2206,f,o5,Mayaponera_constricta,Forest
2206,f,o2,Mayaponera_constricta,Forest
2206,f,q3,Mayaponera_constricta,Forest
2303,f,g29,Mayaponera_constricta,Forest
2303,f,h28,Mayaponera_constricta,Forest
2303,p,g28,Mayaponera_constricta,Forest
3114,p,a4,Mayaponera_constricta,Forest
3209,p,k9,Mayaponera_constricta,Forest
3304,p,i32,Mayaponera_constricta,Forest
2108,f,e3,Megalomyrmex_ayri,Forest
1301,p,i49,Megalomyrmex_balzani,Forest
3209,f,g7,Megalomyrmex_balzani,Forest
3209,p,f8,Megalomyrmex_balzani,Forest
1202,f,n9,Megalomyrmex_cuatiara,Forest
1202,f,n13,Megalomyrmex_cuatiara,Forest
1301,f,l46,Megalomyrmex_cuatiara,Forest
2108,f,a3,Megalomyrmex_cuatiara,Forest
2206,f,m6,Megalomyrmex_cuatiara,Forest
2303,f,j26,Megalomyrmex_cuatiara,Forest
1301,f,h49,Megalomyrmex_drifti,Forest
3114,f,b2,Megalomyrmex_drifti,Forest
2206,p,m4,Megalomyrmex_goeldii,Forest
2206,p,m3,Megalomyrmex_goeldii,Forest
2303,f,i30,Megalomyrmex_goeldii,Forest
3114,p,d3,Megalomyrmex_goeldii,Forest
1104,f,a1,Megalomyrmex_incisus,Forest
1202,f,m11,Megalomyrmex_incisus,Forest
2206,f,o2,Megalomyrmex_incisus,Forest
2108,f,c0,Megalomyrmex_silvestrii,Forest
2303,p,g25,Megalomyrmex_silvestrii,Forest
3114,f,e1,Megalomyrmex_silvestrii,Forest
3304,f,h30,Megalomyrmex_silvestrii,Forest
1202,f,l10,Megalomyrmex_weyrauchi,Forest
2303,f,j27,Megalomyrmex_weyrauchi,Forest
1202,f,m13,Mycetarotes_senticosus,Open habitat
1301,s,l48,Mycetarotes_senticosus,Open habitat
1104,p,f5,Mycetomoellerius_farinosus,Generalist
1202,f,i9,Mycetomoellerius_farinosus,Generalist
1202,s,i11,Mycetomoellerius_farinosus,Generalist
1202,s,k14,Mycetomoellerius_farinosus,Generalist
1301,p,g47,Mycetomoellerius_farinosus,Generalist
2206,p,n6,Mycetomoellerius_farinosus,Generalist
2206,s,r7,Mycetomoellerius_farinosus,Generalist
2303,p,g30,Mycetomoellerius_farinosus,Generalist
3114,p,e2,Mycetomoellerius_farinosus,Generalist
3209,p,h7,Mycetomoellerius_farinosus,Generalist
3304,p,k30,Mycetomoellerius_farinosus,Generalist
1202,f,i9,Mycetomoellerius_relictus,Forest
1301,f,k50,Mycetomoellerius_relictus,Forest
1104,p,b4,Mycetomoellerius_ruthae,Generalist
1301,f,l48,Mycetomoellerius_ruthae,Generalist
1301,p,l47,Mycetomoellerius_ruthae,Generalist
2206,f,o4,Mycetomoellerius_ruthae,Generalist
2206,f,o3,Mycetomoellerius_ruthae,Generalist
2206,p,n3,Mycetomoellerius_ruthae,Generalist
2206,p,o6,Mycetomoellerius_ruthae,Generalist
2303,f,i27,Mycetomoellerius_ruthae,Generalist
2303,p,k28,Mycetomoellerius_ruthae,Generalist
1104,p,e1,Myrmicocrypta_sp1,NA
1301,f,j47,Myrmicocrypta_sp1,NA
2303,p,g27,Myrmicocrypta_sp1,NA
3114,p,f1,Myrmicocrypta_sp1,NA
3304,f,h29,Myrmicocrypta_sp1,NA
1104,p,a5,Myrmicocrypta_sp2,NA
1104,f,c3,Myrmicocrypta_sp2,NA
1104,p,c2,Myrmicocrypta_sp2,NA
1104,p,a5,Myrmicocrypta_sp2,NA
1202,f,i9,Myrmicocrypta_sp2,NA
1202,s,m9,Myrmicocrypta_sp2,NA
1301,f,k46,Myrmicocrypta_sp2,NA
1301,s,j47,Myrmicocrypta_sp2,NA
2108,f,f2,Myrmicocrypta_sp2,NA
2108,s,c0,Myrmicocrypta_sp2,NA
2206,f,o5,Myrmicocrypta_sp2,NA
2303,f,j30,Myrmicocrypta_sp2,NA
2303,f,g30,Myrmicocrypta_sp2,NA
2303,f,g28,Myrmicocrypta_sp2,NA
2303,s,l27,Myrmicocrypta_sp2,NA
2303,s,l28,Myrmicocrypta_sp2,NA
2303,s,h30,Myrmicocrypta_sp2,NA
3304,s,g31,Myrmicocrypta_sp2,NA
1202,s,m12,Neivamyrmex_carettei,Open habitat
1202,s,m14,Neivamyrmex_carettei,Open habitat
1301,s,h46,Neivamyrmex_carettei,Open habitat
2108,s,d0,Neivamyrmex_carettei,Open habitat
1104,p,d3,Neivamyrmex_iridescens,Generalist
1301,p,g45,Neivamyrmex_pilosus,Forest
1301,p,j47,Neivamyrmex_pilosus,Forest
1301,p,l46,Neivamyrmex_pilosus,Forest
1202,p,l13,Neivamyrmex_sp2,NA
1301,p,l48,Neivamyrmex_sp2,NA
1301,s,l45,Neocerapachy_splendens,Forest
2206,s,n6,Neocerapachy_splendens,Forest
2303,f,j25,Neocerapachy_splendens,Forest
3209,s,f10,Neocerapachy_splendens,Forest
2303,p,k30,Neoponera_apicalis,Forest
3209,p,j11,Neoponera_apicalis,Forest
3209,p,j9,Neoponera_apicalis,Forest
1202,p,j14,Neoponera_commutata,Generalist
2206,p,p6,Neoponera_commutata,Generalist
2206,p,p3,Neoponera_commutata,Generalist
2303,p,k28,Neoponera_commutata,Generalist
3114,p,f3,Neoponera_commutata,Generalist
1202,s,m11,Neoponera_laevigata,Generalist
1301,p,k45,Neoponera_laevigata,Generalist
1301,p,h48,Neoponera_laevigata,Generalist
1301,p,k46,Neoponera_obscuricornis,Forest
1301,p,i48,Neoponera_obscuricornis,Forest
3114,p,a5,Neoponera_obscuricornis,Forest
3114,p,d4,Neoponera_obscuricornis,Forest
3114,p,b5,Neoponera_obscuricornis,Forest
3114,p,c0,Neoponera_obscuricornis,Forest
3209,p,h12,Neoponera_obscuricornis,Forest
3209,p,g11,Neoponera_obscuricornis,Forest
3209,p,k8,Neoponera_obscuricornis,Forest
3209,p,i9,Neoponera_obscuricornis,Forest
3209,p,f7,Neoponera_obscuricornis,Forest
3114,p,d5,Neoponera_obscuricornis,Forest
3304,p,k30,Neoponera_obscuricornis,Forest
3114,f,f1,Neoponera_villosa,Generalist
2108,p,e3,Nesomyrmex_asper,Forest
2206,p,m5,Nesomyrmex_asper,Forest
1301,f,j45,Nylanderia_sp1,NA
1301,p,l48,Nylanderia_sp1,NA
1301,p,j50,Nylanderia_sp1,NA
1301,p,i49,Nylanderia_sp1,NA
2206,p,o7,Nylanderia_sp1,NA
2303,p,g27,Nylanderia_sp1,NA
2303,p,i28,Nylanderia_sp1,NA
3114,f,d3,Nylanderia_sp1,NA
3304,f,j32,Nylanderia_sp1,NA
3304,p,k28,Nylanderia_sp1,NA
1202,p,n14,Nylanderia_sp1,NA
1202,p,j14,Nylanderia_sp2,NA
2108,f,e4,Nylanderia_sp2,NA
2108,p,e3,Nylanderia_sp2,NA
2108,p,e2,Nylanderia_sp2,NA
2206,f,q4,Nylanderia_sp2,NA
2206,f,p3,Nylanderia_sp2,NA
2303,f,g30,Nylanderia_sp2,NA
2303,p,j27,Nylanderia_sp2,NA
2303,p,k29,Nylanderia_sp2,NA
3114,f,a3,Nylanderia_sp2,NA
3114,p,e0,Nylanderia_sp2,NA
3209,f,j10,Nylanderia_sp2,NA
3209,f,f10,Nylanderia_sp2,NA
3209,f,f12,Nylanderia_sp2,NA
3209,p,i9,Nylanderia_sp2,NA
3209,s,k7,Nylanderia_sp2,NA
3304,f,l31,Nylanderia_sp2,NA
3304,p,k30,Nylanderia_sp2,NA
3304,s,l30,Nylanderia_sp2,NA
1301,f,g48,Nylanderia_sp3,NA
1301,f,l50,Nylanderia_sp3,NA
1301,f,i50,Nylanderia_sp3,NA
1301,f,k45,Nylanderia_sp3,NA
1301,f,i46,Nylanderia_sp3,NA
1301,f,h45,Nylanderia_sp3,NA
1301,f,i48,Nylanderia_sp3,NA
1301,p,l47,Nylanderia_sp3,NA
2108,f,a3,Nylanderia_sp3,NA
2108,f,e4,Nylanderia_sp3,NA
2206,f,q4,Nylanderia_sp3,NA
2206,f,o6,Nylanderia_sp3,NA
2206,p,o2,Nylanderia_sp3,NA
2303,f,k29,Nylanderia_sp3,NA
1301,s,i47,Nylanderia_sp3,NA
2206,s,n3,Nylanderia_sp3,NA
2303,f,j30,Nylanderia_sp3,NA
1104,p,d4,Nylanderia_sp4,NA
1202,p,j9,Nylanderia_sp4,NA
1202,p,l11,Nylanderia_sp4,NA
2108,s,e4,Nylanderia_sp4,NA
2206,p,m6,Nylanderia_sp4,NA
1104,f,b4,Nylanderia_sp5,NA
1202,f,n10,Nylanderia_sp5,NA
1202,f,k9,Nylanderia_sp5,NA
1301,f,k45,Nylanderia_sp5,NA
1301,f,i50,Nylanderia_sp5,NA
1301,f,h45,Nylanderia_sp5,NA
2303,f,l30,Nylanderia_sp5,NA
2303,f,h26,Nylanderia_sp5,NA
2303,f,g30,Nylanderia_sp5,NA
1202,f,k13,Nylanderia_sp5,NA
1202,f,j11,Nylanderia_sp6,NA
1301,f,i49,Nylanderia_sp6,NA
1301,s,j50,Nylanderia_sp6,NA
1301,s,g48,Nylanderia_sp6,NA
2108,s,e3,Nylanderia_sp6,NA
2108,s,a4,Nylanderia_sp6,NA
2206,f,r7,Nylanderia_sp6,NA
2206,f,q2,Nylanderia_sp6,NA
2206,f,o4,Nylanderia_sp6,NA
2206,f,q7,Nylanderia_sp6,NA
2206,f,o3,Nylanderia_sp6,NA
2206,f,o7,Nylanderia_sp6,NA
2303,f,l26,Nylanderia_sp6,NA
2303,f,k27,Nylanderia_sp6,NA
2303,f,i26,Nylanderia_sp6,NA
2303,f,i25,Nylanderia_sp6,NA
2303,s,h28,Nylanderia_sp6,NA
2303,s,h25,Nylanderia_sp6,NA
2303,s,i28,Nylanderia_sp6,NA
3114,s,a5,Nylanderia_sp6,NA
3114,s,e3,Nylanderia_sp6,NA
3209,f,i11,Nylanderia_sp6,NA
3209,f,f9,Nylanderia_sp6,NA
3304,f,k32,Nylanderia_sp6,NA
3304,f,h28,Nylanderia_sp6,NA
3304,f,g33,Nylanderia_sp6,NA
1104,f,d5,Nylanderia_sp7,NA
1104,f,e5,Nylanderia_sp7,NA
1301,f,h47,Nylanderia_sp7,NA
1301,f,h46,Nylanderia_sp7,NA
2206,f,o6,Nylanderia_sp7,NA
2206,f,o7,Nylanderia_sp7,NA
2206,f,m2,Nylanderia_sp7,NA
2303,f,i30,Nylanderia_sp7,NA
2303,f,h26,Nylanderia_sp7,NA
2303,f,l27,Nylanderia_sp7,NA
2303,f,g27,Nylanderia_sp7,NA
2303,f,h25,Nylanderia_sp7,NA
2303,f,l25,Nylanderia_sp7,NA
2303,f,l26,Nylanderia_sp7,NA
3114,f,e2,Nylanderia_sp7,NA
3114,s,b0,Nylanderia_sp7,NA
3209,f,f7,Nylanderia_sp7,NA
3304,f,g29,Nylanderia_sp7,NA
1202,p,j13,Ochetomyrmex_neopolitus,Forest
1202,p,k13,Ochetomyrmex_neopolitus,Forest
1202,p,k14,Ochetomyrmex_neopolitus,Forest
1301,f,l46,Ochetomyrmex_neopolitus,Forest
1202,p,i14,Ochetomyrmex_neopolitus,Forest
1301,p,l45,Ochetomyrmex_neopolitus,Forest
2108,p,b0,Ochetomyrmex_neopolitus,Forest
3304,p,l33,Ochetomyrmex_neopolitus,Forest
1104,f,a0,Ochetomyrmex_neopolitus,Forest
1104,s,a1,Ochetomyrmex_neopolitus,Forest
1202,f,i9,Ochetomyrmex_neopolitus,Forest
1202,p,l10,Ochetomyrmex_neopolitus,Forest
1202,p,l11,Ochetomyrmex_neopolitus,Forest
1301,f,i50,Ochetomyrmex_neopolitus,Forest
1301,f,i50,Ochetomyrmex_neopolitus,Forest
1301,p,k47,Ochetomyrmex_neopolitus,Forest
2108,f,d2,Ochetomyrmex_neopolitus,Forest
2206,f,m7,Ochetomyrmex_neopolitus,Forest
2303,f,j26,Ochetomyrmex_neopolitus,Forest
3114,f,d4,Ochetomyrmex_neopolitus,Forest
3114,f,c2,Ochetomyrmex_neopolitus,Forest
3114,p,b3,Ochetomyrmex_neopolitus,Forest
1202,f,m9,Ochetomyrmex_semipolitus,Generalist
1202,f,m12,Ochetomyrmex_semipolitus,Generalist
1202,f,n9,Ochetomyrmex_semipolitus,Generalist
1202,f,m13,Ochetomyrmex_semipolitus,Generalist
1301,f,j46,Ochetomyrmex_semipolitus,Generalist
1301,p,l45,Ochetomyrmex_semipolitus,Generalist
2206,f,r6,Ochetomyrmex_semipolitus,Generalist
2206,f,n2,Ochetomyrmex_semipolitus,Generalist
2303,p,k25,Ochetomyrmex_semipolitus,Generalist
3114,f,a5,Ochetomyrmex_semipolitus,Generalist
3114,f,a2,Ochetomyrmex_semipolitus,Generalist
3304,f,l28,Ochetomyrmex_semipolitus,Generalist
1301,p,g45,Octostruma_balzani,Forest
2303,f,i29,Octostruma_balzani,Forest
2303,f,i26,Octostruma_balzani,Forest
2303,f,i25,Octostruma_balzani,Forest
1202,f,k13,Octostruma_betshi,Forest
1104,f,b2,Odontomachus_caelatus,Forest
1104,f,c0,Odontomachus_caelatus,Forest
1104,f,d2,Odontomachus_caelatus,Forest
1104,p,a1,Odontomachus_caelatus,Forest
1104,p,e0,Odontomachus_caelatus,Forest
1202,f,n11,Odontomachus_caelatus,Forest
1202,f,i11,Odontomachus_caelatus,Forest
1301,p,j49,Odontomachus_caelatus,Forest
1301,p,l47,Odontomachus_caelatus,Forest
1301,p,g47,Odontomachus_caelatus,Forest
1301,p,l48,Odontomachus_caelatus,Forest
2108,p,f5,Odontomachus_caelatus,Forest
2206,f,o7,Odontomachus_caelatus,Forest
2206,f,m6,Odontomachus_caelatus,Forest
2206,f,q4,Odontomachus_caelatus,Forest
2206,p,n6,Odontomachus_caelatus,Forest
2206,p,n3,Odontomachus_caelatus,Forest
2303,f,j30,Odontomachus_caelatus,Forest
2303,p,k29,Odontomachus_caelatus,Forest
2303,p,h25,Odontomachus_caelatus,Forest
3114,p,c4,Odontomachus_caelatus,Forest
3114,p,b2,Odontomachus_caelatus,Forest
3114,p,d1,Odontomachus_caelatus,Forest
3209,f,k11,Odontomachus_caelatus,Forest
3209,f,h10,Odontomachus_caelatus,Forest
3209,f,i10,Odontomachus_caelatus,Forest
3209,p,g10,Odontomachus_caelatus,Forest
3209,p,k12,Odontomachus_caelatus,Forest
3209,p,j11,Odontomachus_caelatus,Forest
3209,p,g12,Odontomachus_caelatus,Forest
3304,p,k28,Odontomachus_caelatus,Forest
2108,f,d3,Odontomachus_haematodus,Generalist
2108,f,b2,Odontomachus_haematodus,Generalist
2303,f,i25,Odontomachus_haematodus,Generalist
3209,p,k9,Odontomachus_haematodus,Generalist
2303,p,i25,Odontomachus_meinerti,Generalist
1104,f,d5,Odontomachus_meinerti,Generalist
1104,f,a5,Odontomachus_meinerti,Generalist
1104,s,c2,Odontomachus_meinerti,Generalist
1301,f,l47,Odontomachus_meinerti,Generalist
1301,f,l48,Odontomachus_meinerti,Generalist
1301,p,j47,Odontomachus_meinerti,Generalist
2108,f,d4,Odontomachus_meinerti,Generalist
2108,f,f3,Odontomachus_meinerti,Generalist
2108,p,e3,Odontomachus_meinerti,Generalist
2303,f,i30,Odontomachus_meinerti,Generalist
2303,s,g25,Odontomachus_meinerti,Generalist
3209,f,j10,Odontomachus_meinerti,Generalist
3304,p,g31,Odontomachus_meinerti,Generalist
2206,p,o3,Odontomachus_scalptus,Forest
2206,p,n3,Odontomachus_scalptus,Forest
2108,p,b2,Odontomachus_sp1,NA
1202,p,l9,Oxyepoecus_sp1,NA
1301,p,h49,Oxyepoecus_sp1,NA
2303,f,j26,Oxyepoecus_sp1,NA
1104,f,d3,Pachycondyla_crassinoda,Forest
1104,f,b3,Pachycondyla_crassinoda,Forest
1104,p,f5,Pachycondyla_crassinoda,Forest
1104,p,c4,Pachycondyla_crassinoda,Forest
1104,p,c3,Pachycondyla_crassinoda,Forest
1104,p,d4,Pachycondyla_crassinoda,Forest
1104,p,d5,Pachycondyla_crassinoda,Forest
1104,p,c5,Pachycondyla_crassinoda,Forest
1104,p,c2,Pachycondyla_crassinoda,Forest
1104,p,a3,Pachycondyla_crassinoda,Forest
1104,p,a2,Pachycondyla_crassinoda,Forest
1104,p,a0,Pachycondyla_crassinoda,Forest
1104,p,a5,Pachycondyla_crassinoda,Forest
1104,p,b5,Pachycondyla_crassinoda,Forest
1104,p,b4,Pachycondyla_crassinoda,Forest
1104,p,b1,Pachycondyla_crassinoda,Forest
1104,p,e1,Pachycondyla_crassinoda,Forest
1104,p,f3,Pachycondyla_crassinoda,Forest
1104,p,f1,Pachycondyla_crassinoda,Forest
